,feature,class
783,"[-392.25766     160.40959     -20.914751      8.58647      26.166948
  -30.03822     -16.570301      7.3845863   -16.663626    -13.586313
    0.86360455   -9.080526     -4.8800483     2.611698     -7.0093865
   -6.2528076    -2.2005773    -8.769434     -7.418505     -3.6520638
   -7.229383     -5.8082886    -3.5934095    -6.437079     -5.4136076
   -3.7007177    -5.325776     -5.1068864    -5.2955165    -6.7351303
   -5.564642     -4.2078233    -3.7365136    -2.8247447    -2.465382
   -0.9753336     1.3619921     1.9239293     2.92757       4.0724845 ]",akash
784,"[-3.97686920e+02  1.57299042e+02 -1.10583706e+01  7.01626110e+00
  3.47610283e+01 -1.21823845e+01 -1.84029179e+01  1.42168784e+00
 -8.10119629e+00 -9.80532455e+00 -4.06455946e+00 -9.86846161e+00
 -6.32772827e+00 -1.44394362e+00 -5.74485016e+00 -2.14958215e+00
  1.70888722e-01 -5.49194193e+00 -3.11545873e+00 -1.68331289e+00
 -7.42731047e+00 -5.39596033e+00 -3.07314086e+00 -7.18526363e+00
 -4.82951260e+00 -2.02250814e+00 -5.92992401e+00 -5.13404799e+00
 -2.66513181e+00 -5.25104523e+00 -4.38674831e+00 -1.93734443e+00
 -4.21746254e+00 -5.08373117e+00 -4.19949675e+00 -5.26944828e+00
 -4.70914268e+00 -3.63493609e+00 -4.41884899e+00 -3.36229134e+00]",akash
785,"[-3.9760013e+02  1.6158809e+02 -1.7607201e+01  9.1058817e+00
  3.0733543e+01 -2.3620790e+01 -1.8638256e+01  4.3478174e+00
 -1.2758865e+01 -1.2990455e+01 -3.3607876e+00 -9.3113661e+00
 -5.0690265e+00  3.2123023e-01 -4.6511736e+00 -3.1042099e+00
 -2.2371285e+00 -6.4235134e+00 -5.3432765e+00 -5.7005887e+00
 -7.3902631e+00 -4.5709457e+00 -4.7245150e+00 -5.6611543e+00
 -3.7598150e+00 -5.2833152e+00 -5.6132364e+00 -2.9572079e+00
 -4.3830795e+00 -5.0448456e+00 -3.5890152e+00 -6.0088620e+00
 -6.6737857e+00 -4.0359759e+00 -4.2773943e+00 -4.2570801e+00
 -2.6551244e+00 -2.5250821e+00 -1.2820532e+00  3.9357817e-01]",akash
786,"[ 6.5968787e+02  1.5404791e+02 -3.2262394e+01  8.7118447e-01
  3.0187027e+01 -2.2959850e+01 -1.6524084e+01  7.5083594e+00
 -1.0727914e+01 -9.4999657e+00  9.4464600e-01 -7.6161208e+00
 -2.9799089e+00  3.4327290e+00 -4.8566055e+00 -4.6093435e+00
 -2.1905055e+00 -5.7437463e+00 -1.6394172e+00 -4.3991831e-01
 -6.3961110e+00 -4.3737354e+00 -1.6490589e+00 -4.7581668e+00
 -4.6171956e+00 -3.8139074e+00 -4.5088949e+00 -3.3423626e+00
 -4.6309652e+00 -6.2435079e+00 -3.9049625e+00 -3.6277037e+00
 -5.0943913e+00 -4.0961967e+00 -4.1197300e+00 -4.4502993e+00
 -2.5300999e+00 -2.0604792e+00 -2.8844028e+00 -2.2708602e+00]",akash
787,"[-3.6445718e+02  1.5401396e+02 -2.9856546e+01  1.6784889e-01
  2.9638378e+01 -2.2038000e+01 -1.7492722e+01  7.0292354e+00
 -9.2297287e+00 -9.6973505e+00 -8.4554285e-02 -7.0922666e+00
 -3.0338573e+00  2.7326307e+00 -4.4968295e+00 -4.6169643e+00
 -2.8148644e+00 -5.6104655e+00 -1.6110557e+00 -7.6650065e-01
 -6.1818457e+00 -4.3556304e+00 -1.9226719e+00 -4.5613651e+00
 -4.7051902e+00 -4.2665963e+00 -4.4344211e+00 -3.3165014e+00
 -4.9520111e+00 -6.2600932e+00 -4.0179696e+00 -3.9780428e+00
 -5.0272722e+00 -4.0310102e+00 -4.4008045e+00 -4.5098433e+00
 -2.5021639e+00 -2.1781542e+00 -2.8148344e+00 -2.2771306e+00]",akash
788,"[-3.6395071e+02  1.5453249e+02 -2.9675451e+01  6.6071683e-01
  2.9653278e+01 -2.1977743e+01 -1.7298464e+01  6.9635773e+00
 -9.3306627e+00 -9.7101555e+00 -1.1521492e-01 -7.0877509e+00
 -3.0288191e+00  2.6498322e+00 -4.5543523e+00 -4.6543918e+00
 -2.8878913e+00 -5.6156669e+00 -1.5652061e+00 -7.7517712e-01
 -6.2195811e+00 -4.3649359e+00 -1.9046770e+00 -4.5364542e+00
 -4.7113905e+00 -4.2872910e+00 -4.4059234e+00 -3.2674258e+00
 -4.9182816e+00 -6.2098079e+00 -3.9836686e+00 -4.0039320e+00
 -5.0529628e+00 -4.0307336e+00 -4.3992109e+00 -4.4589639e+00
 -2.4030595e+00 -2.1140132e+00 -2.7992818e+00 -2.2774961e+00]",akash
789,"[-347.06107    201.43707    -47.061012    -6.6605706   30.563581
  -32.00787    -19.608477     5.2648253  -20.514297   -12.851455
    3.085301    -8.757822    -4.078895     2.4279692   -5.0615134
   -1.9489557   -2.5888364   -8.567812    -2.484995    -3.1518335
   -9.017336    -2.7102337   -1.1398357   -5.9941225   -3.3855984
   -3.0992186   -5.6777563   -3.44631     -4.021492    -6.3396792
   -5.315071    -5.5703697   -5.478858    -4.2171617   -5.4681373
   -5.4261856   -3.893748    -4.4293156   -3.9758606   -2.8977127]",akash
790,"[-3.9419452e+02  1.5846736e+02 -1.8516874e+01  2.7186310e+00
  3.4735664e+01 -1.0952144e+01 -1.5009600e+01  4.1280527e+00
 -7.3471527e+00 -6.8418627e+00 -8.7947898e-02 -8.3752747e+00
 -4.5711608e+00  1.6023408e+00 -4.3515191e+00 -1.6010083e+00
  7.3078305e-01 -6.8531289e+00 -4.0887909e+00  1.2135556e+00
 -3.6480532e+00 -4.1031585e+00 -2.2269742e+00 -5.1626039e+00
 -3.2118080e+00 -1.5118543e+00 -5.7172399e+00 -4.7004972e+00
 -1.6173522e+00 -4.0479231e+00 -4.6937003e+00 -3.7664387e+00
 -5.3371086e+00 -4.5716591e+00 -3.1541035e+00 -4.4912739e+00
 -4.4636025e+00 -3.8403196e+00 -4.3766513e+00 -3.1867442e+00]",akash
791,"[-384.80267    155.51138    -26.251362     5.095305    27.895746
  -25.29544    -13.639627     9.341016   -12.995578    -9.77945
    3.2774847   -7.1186533   -3.5531285    2.7031894   -7.2896557
   -6.068316    -0.4119885   -4.7951584   -4.2985964   -3.7302935
   -7.299507    -3.7758913   -2.5067987   -7.16139     -5.4142723
   -3.3692827   -6.3869004   -6.3337803   -5.036351    -5.283784
   -4.3456087   -4.6626086   -5.237509    -3.354465    -2.576953
   -2.8541512   -2.191455    -2.0150478   -0.9625591    1.0744457]",akash
792,"[-3.9212128e+02  1.5962413e+02 -2.3691505e+01  4.9234695e+00
  3.1596519e+01 -1.9969627e+01 -1.4915078e+01  6.9712930e+00
 -1.0140162e+01 -8.7854519e+00  3.3003855e-01 -7.8475008e+00
 -3.3544528e+00  2.1761055e+00 -4.9573493e+00 -3.8445804e+00
 -2.2410712e+00 -5.8322635e+00 -1.6985424e+00 -1.0947789e+00
 -6.7828722e+00 -4.7638140e+00 -2.4285939e+00 -4.6140218e+00
 -4.1393237e+00 -4.3699021e+00 -4.9340305e+00 -3.2366679e+00
 -5.1167245e+00 -7.0175190e+00 -4.5039754e+00 -4.1079082e+00
 -5.1087155e+00 -4.1901369e+00 -4.7857723e+00 -4.8589458e+00
 -2.6834629e+00 -2.4790576e+00 -3.1109672e+00 -2.3979373e+00]",akash
793,"[ 6.3195795e+02  1.5641750e+02 -3.0328295e+01  1.4538401e+01
  3.6975742e+01 -2.4733580e+01 -1.3260882e+01  8.1294422e+00
 -1.3463181e+01 -6.6815152e+00  1.1761242e+00 -1.2371292e+01
 -4.7428198e+00  1.5621396e+00 -6.7724586e+00 -1.7439921e+00
 -4.2962167e-02 -6.7313204e+00 -2.2034590e+00 -1.2547234e+00
 -6.0632854e+00 -3.0696664e+00 -3.8356445e+00 -6.9149170e+00
 -3.2369585e+00 -3.8783786e+00 -6.0296216e+00 -2.5907233e+00
 -3.2028091e+00 -5.2404776e+00 -3.2043138e+00 -4.2168694e+00
 -5.6467505e+00 -3.5218508e+00 -3.1569641e+00 -3.5166848e+00
 -3.0532210e+00 -3.8763204e+00 -3.6184154e+00 -2.7319849e+00]",akash
794,"[-3.9239365e+02  1.5710358e+02 -2.5368696e+01  1.3985448e+01
  3.5598907e+01 -2.3039803e+01 -1.3871498e+01  6.9289341e+00
 -1.2066544e+01 -6.5428472e+00  3.5370088e-01 -1.1717976e+01
 -4.7734785e+00  1.1410768e+00 -6.0563684e+00 -1.6505635e+00
 -4.4593608e-01 -6.5755558e+00 -2.5346105e+00 -1.4961199e+00
 -5.6960268e+00 -3.4400010e+00 -4.1781187e+00 -6.5185480e+00
 -3.4633882e+00 -4.1868577e+00 -5.6674528e+00 -2.6824613e+00
 -3.3553729e+00 -4.8796802e+00 -3.4525838e+00 -4.7053843e+00
 -5.5347266e+00 -3.7126875e+00 -3.5598812e+00 -3.3353364e+00
 -3.0653467e+00 -4.3992834e+00 -3.8550365e+00 -2.6909046e+00]",akash
795,"[-3.9298712e+02  1.5727275e+02 -2.5600758e+01  1.4179449e+01
  3.5514622e+01 -2.3132753e+01 -1.3796264e+01  6.9100666e+00
 -1.2015100e+01 -6.3703146e+00  3.4991601e-01 -1.1821211e+01
 -4.7493277e+00  1.1618779e+00 -6.0507450e+00 -1.5826604e+00
 -4.6447438e-01 -6.6079903e+00 -2.4359074e+00 -1.4548496e+00
 -5.7908597e+00 -3.4426074e+00 -4.0947452e+00 -6.5438313e+00
 -3.5003908e+00 -4.0972805e+00 -5.5954385e+00 -2.7742777e+00
 -3.4791706e+00 -4.8952012e+00 -3.4893680e+00 -4.8397713e+00
 -5.6631203e+00 -3.7989454e+00 -3.5740464e+00 -3.2397041e+00
 -2.9485910e+00 -4.3327093e+00 -3.8648591e+00 -2.8445425e+00]",akash
796,"[-3.8230505e+02  1.6124277e+02 -3.5295837e+01  7.4671283e+00
  3.2508938e+01 -2.9225864e+01 -1.9440317e+01  3.4162183e+00
 -1.4479410e+01 -6.5531049e+00  5.6916304e-02 -1.3522421e+01
 -4.7215729e+00  2.0460417e+00 -7.0365949e+00 -3.2267897e+00
 -1.3305291e+00 -6.7758064e+00 -2.3915427e+00 -1.7963643e+00
 -5.7902069e+00 -2.9571517e+00 -4.4676967e+00 -7.2000165e+00
 -3.5561261e+00 -4.4800363e+00 -6.1066980e+00 -2.7944911e+00
 -3.6763067e+00 -5.0711818e+00 -3.2182703e+00 -4.8423615e+00
 -6.0272713e+00 -4.1367998e+00 -4.0413547e+00 -3.7997262e+00
 -3.4391961e+00 -4.5625877e+00 -3.6489346e+00 -2.5011315e+00]",akash
797,"[-4.11273376e+02  1.53263397e+02 -2.10965996e+01  1.32889471e+01
  4.07918320e+01 -1.40808229e+01 -1.41366978e+01  4.17833567e+00
 -1.21804705e+01 -7.61235332e+00  7.02976644e-01 -1.06349535e+01
 -5.47991562e+00  1.08590797e-01 -8.13129234e+00 -2.33682013e+00
  2.00411487e+00 -6.53418398e+00 -3.35736704e+00  4.61498022e-01
 -5.51488590e+00 -2.71357679e+00 -1.17858946e-01 -5.98697329e+00
 -4.34600449e+00 -1.61536944e+00 -5.73113489e+00 -4.75658226e+00
 -2.40624809e+00 -4.71004963e+00 -3.90466666e+00 -2.65327311e+00
 -3.97482038e+00 -2.87667179e+00 -3.10372210e+00 -5.24963284e+00
 -3.74698067e+00 -2.69319963e+00 -3.75427651e+00 -2.78320241e+00]",akash
798,"[-4.1559647e+02  1.5493677e+02 -2.3800282e+01  1.6818874e+01
  3.5918133e+01 -2.4332405e+01 -1.4656343e+01  5.3675785e+00
 -1.4569706e+01 -8.1445141e+00  1.0619371e-01 -1.1060596e+01
 -4.8289599e+00 -3.6032274e-01 -6.7191525e+00 -1.4775965e+00
 -1.3735181e+00 -7.1910720e+00 -2.1536188e+00 -1.5818286e+00
 -5.3388324e+00 -2.5454729e+00 -4.5010104e+00 -7.0241790e+00
 -3.3028426e+00 -4.5618863e+00 -5.9055958e+00 -2.3223653e+00
 -3.6163614e+00 -5.0897441e+00 -2.5634975e+00 -3.6361399e+00
 -5.1017265e+00 -3.9687583e+00 -4.1002188e+00 -3.4973307e+00
 -3.1026187e+00 -4.6791496e+00 -4.0559368e+00 -2.8431578e+00]",akash
799,"[-4.0682013e+02  1.5463939e+02 -2.5195005e+01  1.5650413e+01
  3.0916950e+01 -3.0371651e+01 -1.3995866e+01  7.9138861e+00
 -1.6869562e+01 -9.2921515e+00  2.0594163e+00 -1.1599566e+01
 -4.7353487e+00  2.5986021e+00 -7.2726145e+00 -4.1540413e+00
 -8.0958593e-01 -6.6093450e+00 -3.1117816e+00 -2.1926742e+00
 -7.6866398e+00 -5.1910100e+00 -3.8340585e+00 -6.2685847e+00
 -4.1045580e+00 -3.8388793e+00 -5.1798649e+00 -3.7992780e+00
 -4.7236681e+00 -5.1697626e+00 -3.6019197e+00 -4.7069883e+00
 -4.1990790e+00 -2.3087592e+00 -4.1845431e+00 -4.4978604e+00
 -2.1607606e+00 -1.6042805e+00 -7.0822984e-02  1.8273013e+00]",akash
800,"[-3.7193112e+02  1.4548900e+02 -2.2609091e+01  1.8450535e+01
  4.0960831e+01 -1.3742833e+01 -4.1063385e+00  1.3415975e+01
 -1.1484894e+01 -9.9901972e+00  2.7550001e-02 -6.6313305e+00
  1.4648305e+00  5.1530714e+00 -4.5525694e+00 -9.8004907e-01
  4.4885907e-01 -6.1117506e+00 -2.1256275e+00 -7.2516806e-02
 -2.2938883e+00  3.0043283e+00  3.1290119e+00 -8.7787354e-01
  2.6505778e+00  3.3047986e+00  1.1026218e+00  3.1278136e+00
  6.6897023e-01 -2.5826888e+00  1.2943597e+00  2.6464984e+00
  5.1432317e-01  1.3826212e+00  1.0832032e+00 -2.0555533e-01
  7.5960594e-01  3.9840186e-01 -7.1845204e-01 -4.8347920e-01]",aman
801,"[-4.30446716e+02  2.00242966e+02 -5.86884155e+01  2.35876331e+01
  4.94929085e+01 -3.30180626e+01 -1.70848763e+00  1.41447124e+01
 -2.45930367e+01 -4.25003147e+00  3.88432074e+00 -1.33202677e+01
  4.50825787e+00  2.16807079e+00 -1.21267834e+01  2.89923763e+00
 -7.97273695e-01 -1.07888155e+01  1.50534487e+00 -2.10510898e+00
 -6.54630184e+00  5.34629869e+00  6.84770465e-01 -3.96759200e+00
  4.64456749e+00  9.44187880e-01 -1.16154373e+00  4.83583069e+00
 -9.75196064e-01 -4.13650370e+00  1.58448756e+00  5.87508321e-01
 -3.95352811e-01  8.39993477e-01 -1.47986400e+00 -5.40669441e-01
  3.39189023e-01 -2.43947077e+00 -1.86359167e+00 -1.74361563e+00]",aman
802,"[-4.4762125e+02  2.0867944e+02 -5.5273323e+01  1.8741728e+01
  4.8064198e+01 -2.9726706e+01 -1.0926443e+00  1.3994789e+01
 -2.5532452e+01 -6.7065320e+00  4.3361526e+00 -1.2573715e+01
  2.7782640e+00  1.9659970e+00 -1.2632063e+01  5.6639606e-01
 -7.4782926e-01 -1.0507213e+01  3.5795209e-01 -7.1467721e-01
 -5.1246777e+00  4.5763469e+00  1.8688231e+00 -2.1824484e+00
  4.3122621e+00  8.7349766e-01 -1.9754357e+00  2.3995769e+00
 -1.3815968e+00 -3.5174661e+00  2.1132287e-01 -6.2321436e-01
 -5.4806072e-01 -1.2649118e-03 -2.0712891e+00  5.9756413e-02
  1.0298427e+00 -1.7980217e+00 -7.2643387e-01 -1.2248198e-01]",aman
803,"[-4.2661499e+02  2.0191743e+02 -5.2755993e+01  2.3815062e+01
  4.7807392e+01 -3.3195808e+01 -1.5115013e+00  1.5335967e+01
 -2.4811520e+01 -4.5653515e+00  7.1317573e+00 -1.1712855e+01
  2.7687438e+00  2.6230531e+00 -1.0941130e+01  2.5464680e+00
 -2.2468181e-01 -1.0016975e+01  1.9627672e+00 -9.5974869e-01
 -6.2417898e+00  5.3796039e+00  2.0409329e+00 -2.2735732e+00
  6.3907285e+00  1.7901350e+00 -2.1969678e+00  4.2334270e+00
 -6.3100946e-01 -4.3688965e+00  1.4812857e+00  5.3913206e-01
 -6.6008067e-01  1.5580851e+00 -7.1612287e-01 -3.8856372e-01
  1.1545179e+00 -1.7352993e+00 -1.5784407e+00 -1.7837518e-01]",aman
804,"[-4.49780670e+02  2.02179688e+02 -5.50671463e+01  2.07184734e+01
  4.61246681e+01 -3.07223663e+01  1.70435047e+00  1.46849585e+01
 -2.58905430e+01 -3.60453129e+00  7.88618469e+00 -1.20445633e+01
  1.73301116e-01 -9.69987452e-01 -1.19129925e+01  1.52676654e+00
 -3.51466799e+00 -1.19719715e+01  1.16503429e+00 -2.04923725e+00
 -6.64802742e+00  3.68589330e+00 -4.70378995e-01 -3.26466680e+00
  4.04075432e+00 -7.39862442e-01 -1.23609483e+00  3.75463915e+00
 -3.42504096e+00 -3.16048837e+00  4.12876415e+00  6.22626245e-01
  4.16563898e-01  2.95795608e+00 -1.95906210e+00 -1.52816021e+00
  1.12717104e+00 -2.20263410e+00 -1.70834303e+00 -5.43779910e-01]",aman
805,"[-4.3673517e+02  2.0663474e+02 -5.3270878e+01  1.8108578e+01
  4.5583511e+01 -2.9949814e+01 -3.9803527e-02  1.4172531e+01
 -2.3813280e+01 -1.7673762e+00  8.6587391e+00 -1.1276033e+01
  4.2295079e+00  4.8274021e+00 -1.1061164e+01  3.8804734e-01
 -9.4771194e-01 -1.0659255e+01 -6.7810094e-01 -1.7983471e+00
 -4.6250815e+00  5.1752748e+00  1.1266578e+00 -1.3778367e+00
  6.9051142e+00  2.0258100e+00 -8.5653389e-01  4.0979204e+00
 -2.0410421e+00 -3.4914112e+00  3.7041714e+00  1.8151958e+00
  3.7252364e-01  2.1480684e+00 -1.1874810e+00 -7.4310261e-01
  9.6212894e-01 -2.6034656e+00 -2.4420121e+00 -5.0116050e-01]",aman
806,"[-4.5030316e+02  2.1855359e+02 -6.2958603e+01  1.8431503e+01
  4.5046238e+01 -3.5618504e+01  3.2324854e-01  1.1434727e+01
 -2.9677713e+01 -2.2697406e+00  7.7812967e+00 -1.2460486e+01
  3.8977346e+00  1.0200773e+00 -1.1763993e+01  3.1950381e+00
 -2.3317089e+00 -1.0973032e+01  1.3067402e+00 -3.3452508e+00
 -5.8673425e+00  4.4665713e+00 -1.8299643e+00 -2.9462349e+00
  4.5024643e+00 -2.0055697e+00 -1.1277031e+00  3.7913370e+00
 -4.5215311e+00 -3.5045121e+00  2.4340954e+00 -1.8076464e+00
  1.9631651e-01  3.1608453e+00 -1.5018357e+00 -4.6875376e-01
  6.2456721e-01 -2.3649344e+00 -1.0123814e+00 -1.7685235e+00]",aman
807,"[-4.4964349e+02  2.1670934e+02 -5.9008717e+01  1.8362938e+01
  4.7619152e+01 -3.2271980e+01  5.1759887e-01  1.5368800e+01
 -2.6065842e+01 -4.0419817e+00  7.0550189e+00 -1.2635573e+01
  2.3598671e+00  9.0637141e-01 -1.3470145e+01  7.6588953e-01
 -1.5602000e+00 -1.0996558e+01  3.0575839e-01 -2.6238513e+00
 -5.8398352e+00  5.2164073e+00 -2.1516243e-01 -3.6393490e+00
  5.9174886e+00  1.7410496e+00 -1.1508082e+00  3.6711996e+00
 -2.3495045e+00 -3.6824505e+00  2.5356174e+00  5.0418758e-01
  3.1095475e-01  1.8279848e+00 -2.2566023e+00 -1.4521720e+00
  1.8788302e-01 -3.1415548e+00 -2.5245738e+00 -1.7534586e+00]",aman
808,"[-4.3685666e+02  2.1144437e+02 -5.3868942e+01  1.4921413e+01
  4.5833435e+01 -2.8853949e+01 -3.2535110e+00  1.0629813e+01
 -2.4200274e+01 -2.2949905e+00  8.1459026e+00 -9.5951481e+00
  5.0914354e+00  3.9609411e+00 -1.0592903e+01  7.2530347e-01
 -2.6392398e+00 -1.1064305e+01  3.4226152e-01 -3.4095075e+00
 -7.7122416e+00  3.9505548e+00  1.6104269e-01 -3.5260940e+00
  5.3561916e+00  1.0163802e+00 -2.6982491e+00  2.2653229e+00
 -3.2043660e+00 -5.1119442e+00  1.5636024e+00  6.7309004e-01
  6.9150418e-01  2.8536127e+00 -7.8690600e-01 -5.7995468e-01
  8.8744038e-01 -2.5971813e+00 -2.2036388e+00 -9.1199583e-01]",aman
809,"[-4.5153641e+02  2.2391000e+02 -5.9939804e+01  1.3294169e+01
  4.5541695e+01 -2.9623995e+01  2.8292866e+00  1.4942862e+01
 -2.4735884e+01  1.1507227e+00  1.1852308e+01 -1.0517045e+01
  4.3423548e+00  3.7970610e+00 -1.1628367e+01  1.1040703e+00
 -1.4557265e+00 -1.1125569e+01 -2.2705354e-01 -3.0308542e+00
 -6.9450378e+00  3.1269946e+00 -1.6000209e+00 -4.7399654e+00
  3.3087487e+00 -1.2868196e+00 -3.0568328e+00  2.7997849e+00
 -2.1487830e+00 -3.5651977e+00  4.4595623e-01 -3.0773404e+00
 -2.0782495e+00  1.3989522e+00 -2.0112295e+00 -1.2533107e+00
  1.0618070e+00 -1.5874517e+00 -1.4558276e+00 -1.1509312e+00]",aman
810,"[-4.4995590e+02  2.1018127e+02 -4.9863083e+01  1.3808063e+01
  4.2238632e+01 -2.7432972e+01  9.1230690e-02  1.0650029e+01
 -2.7761589e+01 -7.7980614e+00  3.7638159e+00 -1.1745590e+01
  3.1602840e+00  3.1811695e+00 -8.8846893e+00  2.4095681e+00
 -1.2425102e+00 -8.5270853e+00  1.9520795e+00 -3.2561789e+00
 -6.7380729e+00  5.1707916e+00 -4.0978827e-02 -4.9573903e+00
  3.4523649e+00 -6.0412720e-02 -1.9724807e+00  4.6340957e+00
  1.2370722e-01 -2.9846137e+00  8.0809903e-01 -1.5413173e+00
 -1.5749128e+00  1.0123122e+00 -7.5030112e-01  1.0939691e+00
  2.0410869e+00 -2.2280927e+00 -1.6750664e+00 -2.5340751e-01]",aman
811,"[-4.4175644e+02  2.0375021e+02 -5.1662811e+01  2.0060858e+01
  4.4971344e+01 -2.8793568e+01  3.6560917e+00  1.5585679e+01
 -2.4203423e+01 -7.1107900e-01  1.0783853e+01 -9.9443626e+00
  3.9696290e+00  5.1179504e+00 -9.2680931e+00  3.4230819e-01
 -1.9866793e+00 -9.5772181e+00 -4.3578202e-01 -2.8083451e+00
 -3.8779640e+00  4.8192782e+00 -1.1008110e+00 -2.1328392e+00
  5.6256647e+00 -7.8392066e-02  1.0545747e-01  6.5913563e+00
  6.1024457e-02 -1.0816823e+00  3.4465725e+00 -1.2671821e+00
 -8.2236040e-01  2.5960934e+00 -1.3515161e+00 -9.8594241e-02
  2.6452036e+00 -1.2169355e+00 -1.3686687e+00 -1.0364960e-01]",aman
812,"[-4.5384912e+02  2.1307973e+02 -5.8450500e+01  1.2987684e+01
  4.1017414e+01 -3.0077143e+01  4.7353020e+00  1.4025418e+01
 -2.5900650e+01  7.1186358e-01  1.0388238e+01 -1.1039557e+01
  4.5729122e+00  2.4322217e+00 -1.2657106e+01  1.7854109e+00
 -5.2092576e-01 -9.8978024e+00  1.2098024e+00 -1.6085247e+00
 -4.5093246e+00  5.4203515e+00 -7.6977789e-01 -3.5616155e+00
  5.5927725e+00  1.1854576e+00 -2.7712163e-01  5.5479488e+00
  7.3304489e-02 -1.3060218e+00  2.9254403e+00 -3.1441188e-01
  7.2107750e-01  3.1228137e+00 -7.5528973e-01  9.1208881e-01
  2.7012985e+00 -1.8831824e+00 -1.9136109e+00 -3.7616256e-01]",aman
813,"[-4.8641605e+02  1.9738974e+02 -4.5132568e+01  9.6561251e+00
  3.7226631e+01 -2.5005369e+01  1.3376353e+00  1.2606943e+01
 -2.2982420e+01 -2.7735646e+00  9.6254158e+00 -9.9599562e+00
  1.0156363e+00  4.6124353e+00 -7.6037278e+00  9.4412309e-01
 -7.3255098e-01 -1.0000104e+01 -1.5199101e+00 -1.5615411e+00
 -4.0228629e+00  5.5690985e+00  2.4595647e+00 -3.2529724e+00
  2.4521885e+00  6.8049794e-01 -7.5414211e-01  4.5199785e+00
  6.1516809e-01 -2.8286204e+00  1.2206071e-01 -1.9668444e+00
 -2.0012453e+00  6.1418098e-01 -2.3645725e+00 -1.8004159e+00
  1.3551464e+00 -1.2415352e+00 -1.4993079e+00  6.5184820e-01]",aman
814,"[-4.5748248e+02  2.0119801e+02 -4.9870251e+01  2.5629190e+01
  4.8477406e+01 -3.1972742e+01 -1.8915678e+00  1.2697660e+01
 -2.7316675e+01 -6.1521506e+00  6.2428188e+00 -1.2436834e+01
  1.9651387e+00  3.5282509e+00 -8.9868259e+00  3.0000391e+00
  1.4501253e-01 -9.9233913e+00 -1.0718932e-01 -9.1399568e-01
 -3.2685630e+00  5.1389394e+00 -3.5223728e-01 -3.8677490e+00
  2.5656812e+00 -1.7507256e+00 -1.7017534e+00  4.4112067e+00
 -1.3685161e+00 -3.1054399e+00  1.1541740e+00 -2.5833707e+00
 -2.6929870e+00  4.1170308e-01 -1.9266971e+00 -6.2062407e-01
  1.1641027e+00 -9.4287962e-01  9.4084734e-01  1.3097024e+00]",aman
815,"[-4.6451120e+02  1.9955978e+02 -4.8409496e+01  1.4469863e+01
  4.1620026e+01 -2.7800144e+01 -2.7325153e-01  1.2975007e+01
 -2.4867481e+01 -5.2289510e+00  7.3456583e+00 -1.1864262e+01
  7.4673843e-01  4.1161318e+00 -9.3374949e+00 -4.3832678e-01
 -1.5006454e+00 -1.0292816e+01 -1.5480889e+00 -1.9462105e+00
 -4.5564342e+00  4.4667959e+00  9.9576801e-01 -3.2298572e+00
  3.1978679e+00  4.4662225e-01 -1.1427976e+00  3.8746064e+00
 -7.9915625e-01 -3.8271585e+00 -4.3905774e-01 -2.1541820e+00
 -1.1501912e+00  1.2603062e+00 -2.2091217e+00 -8.2473791e-01
  2.2321234e+00 -9.9775839e-01 -9.4517499e-01  7.5242710e-01]",aman
816,"[-4.5953830e+02  2.0089017e+02 -5.3556740e+01  2.3423401e+01
  4.7586651e+01 -3.4214909e+01 -3.1838951e+00  1.4081368e+01
 -2.5782839e+01 -5.0849376e+00  7.6963124e+00 -1.1494317e+01
  2.4988122e+00  4.1367688e+00 -9.0653229e+00  2.2849450e+00
 -1.1990855e+00 -1.1897844e+01 -1.2465644e+00 -1.3634070e+00
 -4.3793173e+00  4.3148370e+00 -3.8028173e-02 -2.9521639e+00
  3.6099136e+00 -1.7644595e+00 -2.8303487e+00  3.6439691e+00
 -2.3946393e+00 -5.0533600e+00 -1.9004418e-01 -2.8627961e+00
 -2.2790372e+00  1.2403138e+00 -1.7912915e+00 -8.0817825e-01
  1.1639676e+00 -2.5548251e+00 -1.5868528e+00  6.3963681e-01]",aman
817,"[-4.7456522e+02  1.9958675e+02 -4.7781784e+01  1.3752096e+01
  4.3534508e+01 -2.6221033e+01 -2.2501168e+00  1.3256075e+01
 -2.2264635e+01 -4.7453432e+00  8.7886515e+00 -8.7773876e+00
  1.1114656e+00  3.3419795e+00 -8.0279579e+00  1.5012978e+00
 -6.2449956e-01 -1.0240038e+01 -9.1595197e-01 -5.8377045e-01
 -4.7846165e+00  2.8075802e+00  2.3870839e-01 -3.7833045e+00
  2.1073873e+00  3.0040562e-01 -1.8797497e-01  5.2338982e+00
  5.5015248e-01 -3.2605128e+00 -5.0218391e-01 -2.5251701e+00
 -1.9613018e+00  9.3553549e-01 -2.0133018e+00 -1.2862970e+00
  1.6862260e+00 -1.1728551e+00 -1.5489978e+00  2.9816473e-01]",aman
