,feature,class
1373,"[-4.5507309e+02  2.0215974e+02 -2.8326265e+01  6.3506579e+00
  2.9074675e+01 -2.0285519e+01  4.6501350e+00  1.0188683e+01
 -2.6839193e+01 -1.0445247e+01  2.9352803e+00 -1.2749384e+01
 -2.4313061e+00  1.9639602e+00 -8.5344439e+00 -2.1758204e-02
  9.1056204e-01 -7.8393764e+00 -2.9030166e+00 -3.4865558e+00
 -6.2650080e+00  1.4617094e+00  1.1555880e-01 -4.2550159e+00
  3.3058041e-01  5.9296757e-01  1.2875402e+00  4.9555550e+00
 -4.0663132e-01 -4.1632586e+00 -1.2276773e+00 -3.0813274e+00
 -3.9160190e+00 -9.6473801e-01 -2.0299532e+00 -2.3573961e+00
 -4.3118596e-01 -7.0377660e-01 -4.8371945e-02  2.8358281e-01]",aman
1374,"[-4.6575217e+02  1.9236403e+02 -3.5493221e+01  8.9267273e+00
  3.8180218e+01 -1.9858917e+01  1.0580235e+00  1.5732203e+01
 -1.9900120e+01 -8.2496262e+00  5.1274157e+00 -1.2060788e+01
 -1.9349306e+00  4.0658569e+00 -9.7605457e+00 -4.1809264e-01
  4.5424805e+00 -6.7931781e+00 -1.2515074e+00  3.8916825e-03
 -9.4251242e+00 -2.3882759e+00  2.2433717e+00 -3.4357154e+00
  4.2509866e-01  1.0193601e+00 -4.1965504e+00  5.6300932e-01
  2.9344079e+00 -8.0387706e-01  1.1668273e+00  1.0931964e+00
 -2.3463953e+00 -1.5103654e+00 -2.1947770e+00 -3.5155931e+00
 -1.4516227e+00 -1.9050363e+00 -2.1722379e+00  4.2368677e-01]",aman
1375,"[-4.5920374e+02  1.8961662e+02 -3.9191483e+01  7.2034354e+00
  3.4244175e+01 -2.3370590e+01 -1.9315631e+00  8.2253656e+00
 -2.4122498e+01 -3.8425751e+00  8.8435774e+00 -1.2037805e+01
 -1.4996095e+00  5.2008605e+00 -8.5527010e+00 -1.8406211e+00
 -1.3091989e-01 -9.8238831e+00 -1.6009449e+00  2.5335948e+00
 -3.2209120e+00  6.6307622e-01  5.0736642e-01 -2.3993917e+00
  3.3861601e+00  2.4297855e+00 -3.1582358e+00 -2.0778732e+00
 -3.0014532e+00 -4.0755258e+00 -1.0995467e+00 -1.2398462e+00
 -1.2012038e+00  5.0163460e-01 -9.9771756e-01 -8.6277854e-01
  4.7239187e-01 -1.1416961e+00 -5.7551551e-01  6.9702590e-01]",aman
1376,"[-4.6565140e+02  1.9044965e+02 -3.7006786e+01  9.6046343e+00
  3.5182888e+01 -2.1810457e+01  8.2676452e-01  1.0355394e+01
 -2.3444839e+01 -6.2238436e+00  5.7089143e+00 -1.1442157e+01
 -1.1494749e+00  2.7163618e+00 -8.1686640e+00  8.2099533e-01
  9.4183725e-01 -8.7484312e+00 -2.8760619e+00 -2.4719713e+00
 -5.1084876e+00  2.5717514e+00  7.0968628e-01 -3.9790685e+00
  9.3537593e-01  7.0468181e-01 -7.7010788e-02  3.1523359e+00
 -8.5773951e-01 -3.3079274e+00 -7.4574059e-01 -3.5465643e+00
 -4.1663775e+00 -5.2623630e-01 -1.5879537e+00 -1.7803330e+00
  5.7501942e-01 -4.4631004e-01 -8.9819312e-01 -2.6696311e-02]",aman
1377,"[ 5.6376196e+02  1.9020609e+02 -5.0449860e+01  2.2248484e+01
  4.4020969e+01 -3.0148741e+01  3.8106325e-01  1.0964472e+01
 -2.7032618e+01 -2.5181155e+00  8.0465651e+00 -1.2349770e+01
  2.7498524e+00  3.0017090e+00 -1.1286542e+01  2.1932149e+00
  7.2249430e-01 -1.0871927e+01 -2.3448818e+00 -2.8714161e+00
 -5.4478483e+00  2.4375701e+00 -2.0667169e+00 -3.3529999e+00
  4.5782361e+00 -9.7951621e-02 -1.2074759e+00  4.7747040e+00
  2.3383906e-01 -5.6730050e-01  2.7556388e+00 -2.3858738e+00
 -2.6009095e+00  1.7484778e-01 -2.7374060e+00  6.9150720e-03
  2.3779347e+00 -2.7834704e+00 -2.6328301e+00 -4.1645366e-01]",aman
1378,"[-4.6277667e+02  1.9058926e+02 -4.5709408e+01  2.0032934e+01
  4.3004753e+01 -2.7513086e+01 -7.2714841e-01  9.9104462e+00
 -2.5930605e+01 -3.3660057e+00  7.9651885e+00 -1.1284887e+01
  1.7587880e+00  2.9121983e+00 -1.0225875e+01  1.3830860e+00
  3.5002998e-01 -1.0236409e+01 -2.7688274e+00 -2.9322102e+00
 -5.1446118e+00  1.9725482e+00 -1.9573627e+00 -3.1435816e+00
  4.1630359e+00  1.6205613e-01 -9.9316406e-01  4.4056339e+00
  5.0128794e-01 -3.6987728e-01  2.4248562e+00 -2.3155634e+00
 -2.5710630e+00  7.0238948e-02 -2.5688181e+00 -9.2747852e-02
  2.4104323e+00 -2.4766319e+00 -2.9793503e+00 -7.0472127e-01]",aman
1379,"[-4.62065704e+02  1.90213562e+02 -4.55448380e+01  2.04089260e+01
  4.27981682e+01 -2.73255253e+01 -6.98066115e-01  9.79079819e+00
 -2.57483673e+01 -3.40135050e+00  7.87642431e+00 -1.11898108e+01
  1.70409858e+00  2.85260344e+00 -1.02033205e+01  1.26095903e+00
  2.96170712e-01 -1.02258329e+01 -2.88123083e+00 -2.96643662e+00
 -5.15948296e+00  1.83981574e+00 -2.03440428e+00 -3.17140007e+00
  4.10084867e+00  1.41779989e-01 -1.02683389e+00  4.34126663e+00
  4.67248261e-01 -4.42551047e-01  2.36295247e+00 -2.29930949e+00
 -2.56534863e+00  1.01878732e-01 -2.48700213e+00 -7.44203329e-02
  2.42581391e+00 -2.41491294e+00 -2.95989084e+00 -6.73425257e-01]",aman
1380,"[-4.87905579e+02  2.00604340e+02 -4.34640923e+01  2.06267719e+01
  4.41374359e+01 -2.60144176e+01  7.72964895e-01  1.36141815e+01
 -2.24382553e+01 -1.58752048e+00  9.18678761e+00 -1.16173220e+01
  1.02499104e+00  2.52463984e+00 -1.33024006e+01 -2.87410617e+00
 -2.58958197e+00 -1.34825659e+01 -5.06130648e+00 -3.84138203e+00
 -7.27644539e+00  9.87485766e-01 -7.69036710e-01 -3.29279947e+00
  4.26507807e+00  2.47503996e+00  7.98470497e-01  5.41240883e+00
  1.34438181e+00 -4.39197242e-01  3.04912782e+00 -3.18758547e-01
 -5.89469016e-01  1.83567178e+00 -1.52784538e+00  3.32558513e-01
  3.66767740e+00 -1.15991855e+00 -2.78428340e+00 -9.17070866e-01]",aman
1381,"[-4.6652383e+02  1.9294009e+02 -4.4086086e+01  1.7020784e+01
  4.8222328e+01 -2.2571142e+01 -1.4670639e+00  1.5348537e+01
 -2.3063110e+01 -8.3078604e+00  7.0297594e+00 -1.2145279e+01
  2.0764859e-01  6.8506765e+00 -1.0408209e+01 -1.0610313e+00
  4.6818929e+00 -7.9056811e+00 -2.1535664e+00 -8.9679056e-01
 -1.0365464e+01 -1.4916025e+00  1.9534379e+00 -6.8706231e+00
 -1.0808167e+00  2.8152511e+00 -3.1148429e+00  5.7311189e-01
  2.9451053e+00 -1.3387122e+00  1.4200937e+00  2.8636081e+00
 -5.8924055e-01  8.1659347e-01  8.9459813e-01 -2.7150042e+00
 -2.4694295e+00 -8.7872803e-01 -1.7466965e-01  5.0826478e-01]",aman
1382,"[-4.6537683e+02  1.8972820e+02 -4.4223648e+01  2.0270819e+01
  4.2705147e+01 -2.7396362e+01 -1.2008694e+00  9.3177643e+00
 -2.6240433e+01 -3.7498643e+00  8.0343657e+00 -1.0879543e+01
  1.8746556e+00  2.9967339e+00 -1.0192942e+01  1.2431734e+00
  3.5799658e-01 -1.0317883e+01 -3.0089607e+00 -2.8537095e+00
 -4.9565444e+00  1.9063334e+00 -2.1318667e+00 -3.3626294e+00
  3.9494967e+00 -2.0125685e-02 -1.2169526e+00  4.3404346e+00
  5.9709769e-01 -4.3771625e-01  2.2461784e+00 -2.4264405e+00
 -2.5571394e+00  3.7278372e-01 -2.1096261e+00  1.7118944e-01
  2.4345002e+00 -2.5923202e+00 -3.0914319e+00 -7.5455803e-01]",aman
1383,"[-4.61876160e+02  1.90130020e+02 -4.52424240e+01  1.80183506e+01
  3.99547462e+01 -3.08345623e+01 -3.81512308e+00  8.75228596e+00
 -2.53849392e+01 -6.32902861e-01  1.11363401e+01 -1.22367935e+01
 -2.28715554e-01  3.84372735e+00 -1.06576786e+01 -8.07639420e-01
 -8.49199891e-01 -1.16551905e+01 -1.00295198e+00  2.30754018e+00
 -4.80395985e+00  4.86533284e-01  1.96341348e+00 -7.18873799e-01
  3.00698614e+00  1.71670032e+00 -3.41498584e-01  1.76767528e+00
 -1.11738896e+00 -2.86418557e+00 -5.83675206e-01 -1.35112095e+00
 -7.93924391e-01  9.75758493e-01 -1.12197709e+00 -2.79332614e+00
 -2.52516365e+00 -1.48152113e+00  4.21657354e-01 -8.67614225e-02]",aman
1384,"[ 5.6265051e+02  1.9547086e+02 -5.1064823e+01  1.8224855e+01
  4.4557137e+01 -2.8215124e+01  1.3880762e+00  1.6309555e+01
 -2.2096306e+01 -3.4151576e+00  7.0215588e+00 -1.2007171e+01
  2.1565492e+00  2.9754946e+00 -1.2434480e+01 -8.0032682e-01
 -7.0120829e-01 -1.1480754e+01 -3.4702418e+00 -3.8509657e+00
 -7.4571543e+00  9.6608293e-01 -1.7797480e+00 -4.5010619e+00
  3.5719361e+00  1.6305524e+00 -5.8419639e-01  4.1258149e+00
  1.1222279e+00 -3.9727178e-01  2.4003999e+00 -7.4993914e-01
 -1.1743337e+00  7.4002105e-01 -1.4294487e+00  6.3672197e-01
  2.8647513e+00 -6.7218310e-01 -1.4661658e+00 -1.3838688e+00]",aman
1385,"[-4.6322580e+02  1.9601076e+02 -4.7245903e+01  1.6589020e+01
  4.3925392e+01 -2.6357309e+01  2.5256824e-01  1.5737471e+01
 -2.1008009e+01 -4.2274532e+00  6.8515720e+00 -1.1122833e+01
  1.5267255e+00  2.8784459e+00 -1.1875900e+01 -1.2746239e+00
 -6.2214893e-01 -1.1246321e+01 -4.1369357e+00 -3.8630555e+00
 -7.2491045e+00  7.8895837e-01 -1.4350504e+00 -4.6442065e+00
  3.0746861e+00  2.1096888e+00 -4.9196824e-01  3.6478305e+00
  1.4123964e+00 -2.8864539e-01  2.1363077e+00 -5.2312070e-01
 -1.1289165e+00  6.5969491e-01 -1.3086610e+00  4.2287958e-01
  2.9264736e+00 -3.4011444e-01 -1.7643266e+00 -1.5295113e+00]",aman
1386,"[-4.6314542e+02  1.9596719e+02 -4.7185505e+01  1.6594219e+01
  4.3881359e+01 -2.6353497e+01  2.6855841e-01  1.5723329e+01
 -2.1011974e+01 -4.2285304e+00  6.8374443e+00 -1.1108405e+01
  1.5494388e+00  2.8552005e+00 -1.1917796e+01 -1.3099990e+00
 -6.6136658e-01 -1.1264611e+01 -4.1244783e+00 -3.8412585e+00
 -7.2258601e+00  7.8616685e-01 -1.4724799e+00 -4.6739264e+00
  3.0510867e+00  2.0847216e+00 -4.6734726e-01  3.7161350e+00
  1.4738975e+00 -2.3179783e-01  2.1704795e+00 -5.3809547e-01
 -1.1487077e+00  6.5673900e-01 -1.3202524e+00  4.1054454e-01
  2.9181108e+00 -3.5959825e-01 -1.7852672e+00 -1.5312538e+00]",aman
1387,"[-4.5329221e+02  1.9722459e+02 -4.9152870e+01  2.6449097e+01
  5.2710678e+01 -2.8405617e+01 -3.2105067e+00  1.5058903e+01
 -2.3726000e+01 -8.4990940e+00  4.0972424e+00 -1.2952208e+01
 -9.5124531e-01  6.9923067e-01 -1.2128239e+01 -7.5151992e-01
 -5.3407633e-01 -1.1036301e+01 -4.9269981e+00 -6.0170937e+00
 -8.6338940e+00 -2.6918843e-01 -2.9727554e+00 -5.0447659e+00
  2.4995286e+00 -1.9971719e-01 -1.6132832e+00  4.4731054e+00
  1.8132983e+00  2.1320698e-01  3.3257332e+00 -2.0242940e-01
 -1.4065793e+00  8.6831141e-01 -9.0535116e-01  9.9893963e-01
  3.4021916e+00 -9.8962551e-01 -3.2192032e+00 -2.6366804e+00]",aman
1388,"[-4.6422061e+02  1.9477658e+02 -4.2542057e+01  1.3447750e+01
  4.7418682e+01 -2.0622467e+01 -1.9287630e+00  1.8470160e+01
 -1.6208775e+01 -6.1874495e+00  6.1231656e+00 -1.1941840e+01
 -2.4937807e-01  6.7678008e+00 -9.9489288e+00 -2.8041415e+00
  2.5880227e+00 -8.8795252e+00 -3.6557300e+00 -1.7916292e+00
 -1.0909265e+01 -3.8479373e+00  4.5561182e-01 -6.3538408e+00
 -2.4391510e+00  4.7254384e-01 -2.8703899e+00  1.3183682e+00
  2.5347548e+00 -6.8745857e-01  2.3606143e+00  2.2186980e+00
 -8.3446950e-01  1.7965900e+00  1.4813578e+00 -1.6790684e+00
 -6.4324635e-01 -5.7085544e-01 -5.1138842e-01  2.0288279e+00]",aman
1389,"[-4.6586249e+02  1.9952472e+02 -5.0359821e+01  1.5836583e+01
  4.2071018e+01 -3.0286800e+01 -1.8353519e-01  1.5056122e+01
 -2.3808485e+01 -2.4703252e+00  1.0602909e+01 -1.1919362e+01
 -4.4738933e-01  2.1858623e+00 -1.3243177e+01 -2.2805166e+00
 -1.7064300e+00 -1.2929002e+01 -2.4219697e+00  4.6484086e-01
 -5.6493702e+00  9.7956139e-01  1.2666525e+00 -8.4362578e-01
  4.9924684e+00  1.8664521e+00 -1.2609144e+00  2.9315872e+00
 -3.2181290e-01 -2.2900984e+00  1.4771273e+00 -6.4065319e-01
 -8.5613602e-01  2.4181163e+00 -2.2845152e-01 -2.3616652e+00
 -2.2686312e+00 -3.6509552e+00 -1.7314491e+00 -1.7930436e-01]",aman
1390,"[-4.6627661e+02  1.9485007e+02 -4.5816376e+01  1.6792055e+01
  4.3832439e+01 -2.6041021e+01 -2.0869821e-01  1.5341939e+01
 -2.1162800e+01 -4.8280172e+00  6.6905713e+00 -1.0877052e+01
  1.4687816e+00  2.9364505e+00 -1.1913388e+01 -1.5522110e+00
 -5.5058193e-01 -1.1390041e+01 -4.7146258e+00 -4.0294118e+00
 -7.3541455e+00  3.1745821e-01 -1.7137045e+00 -4.7148490e+00
  3.0322249e+00  2.0378108e+00 -8.6695498e-01  3.3590045e+00
  1.4918879e+00 -3.0664790e-01  2.1647174e+00 -3.0177352e-01
 -1.1469880e+00  6.1954242e-01 -1.2608914e+00  1.7527835e-01
  2.8033240e+00 -1.1691833e-01 -1.7656376e+00 -1.6332326e+00]",aman
1391,"[ 5.6515356e+02  1.9337811e+02 -4.4167927e+01  1.0957132e+01
  3.3892067e+01 -2.4945505e+01  5.3767276e+00  1.0668133e+01
 -2.5315115e+01  8.9572078e-01  1.0147025e+01 -1.2323320e+01
  3.0564256e+00  5.2067447e+00 -1.1279734e+01 -4.0206951e-01
 -2.0356934e-01 -1.0284517e+01 -7.1334732e-01 -1.1987389e+00
 -6.6972675e+00  2.3425336e+00  1.4898740e+00 -2.8826528e+00
  2.1750166e+00 -2.3795883e-01 -1.8411654e+00  2.8938861e+00
 -2.8556168e-01 -2.2547162e+00 -4.3497279e-02 -2.9994981e+00
 -1.9915096e+00  1.3715357e+00 -9.2880642e-01  4.1213879e-01
  2.8150783e+00 -4.3284228e-01 -9.9726224e-01 -7.1041755e-02]",aman
1392,"[-4.61217133e+02  1.93934265e+02 -3.97332153e+01  9.03377724e+00
  3.26222649e+01 -2.27538280e+01  4.83737469e+00  9.75758743e+00
 -2.48667793e+01  2.59487897e-01  1.05491009e+01 -1.14236498e+01
  2.09955931e+00  5.04684353e+00 -1.06639719e+01 -9.67116594e-01
 -2.41449565e-01 -9.97496986e+00 -9.78036880e-01 -8.11283350e-01
 -6.64779234e+00  1.75145352e+00  1.86573589e+00 -2.76700115e+00
  1.64537156e+00  1.15919627e-01 -1.65552413e+00  2.53514504e+00
 -9.65878442e-02 -2.32135439e+00 -3.50078136e-01 -2.84712744e+00
 -2.15983438e+00  1.24966049e+00 -6.06877327e-01  2.91051537e-01
  2.80508065e+00 -1.16653666e-01 -1.22440779e+00 -1.04351565e-01]",aman
1393,"[-4.6099719e+02  1.9403493e+02 -3.9805447e+01  9.0944195e+00
  3.2488331e+01 -2.2752329e+01  4.8310590e+00  9.6673517e+00
 -2.4858980e+01  2.5014436e-01  1.0501805e+01 -1.1434946e+01
  2.0810513e+00  5.0769796e+00 -1.0596192e+01 -9.7078156e-01
 -2.5319910e-01 -9.9834661e+00 -9.9891353e-01 -8.0305713e-01
 -6.6470280e+00  1.7450823e+00  1.9070112e+00 -2.7469647e+00
  1.6292751e+00  1.3115886e-01 -1.6669743e+00  2.4954419e+00
 -7.7667385e-02 -2.2912207e+00 -3.4793854e-01 -2.8398068e+00
 -2.1800363e+00  1.2313658e+00 -5.8769232e-01  2.8118783e-01
  2.7702150e+00 -1.4618023e-01 -1.2829198e+00 -1.6378702e-01]",aman
1394,"[-4.4447302e+02  2.2594627e+02 -4.8932301e+01  7.9842825e+00
  3.2208324e+01 -2.6062536e+01  8.8516970e+00  6.7641325e+00
 -3.3509357e+01  3.9404193e-01  1.0611635e+01 -1.3609593e+01
  3.6659062e+00  2.5229723e+00 -1.5176921e+01 -1.2027773e+00
 -2.5855088e+00 -1.1816420e+01  1.3320493e+00 -1.5974257e+00
 -7.7784257e+00  4.4278917e+00  2.2369661e+00 -3.3475804e+00
  2.8593018e+00 -1.6683525e+00 -4.8520083e+00  1.8473262e+00
 -1.2928295e-01 -2.5593708e+00 -7.5931633e-01 -2.7306182e+00
 -4.3901764e-02  2.5511782e+00 -1.3736989e+00  3.0932811e-01
  2.2679975e+00 -2.4396253e+00 -2.4094040e+00 -2.0332511e-01]",aman
1395,"[-4.6173145e+02  1.9615327e+02 -4.2079102e+01  6.1397738e+00
  3.2748852e+01 -2.3223963e+01  1.0101489e+00  7.3365054e+00
 -2.2635752e+01  3.3946445e+00  1.1098124e+01 -1.2407596e+01
  1.1023235e+00  3.4812541e+00 -1.2668377e+01 -1.9251463e+00
 -1.6139181e-01 -9.5730982e+00  1.6546886e-01  1.1161628e+00
 -4.4312816e+00  3.3680494e+00  1.4432427e+00 -3.8854845e+00
  2.5450606e+00  1.2691342e+00 -2.8782604e+00  2.6118502e-01
 -2.1960707e+00 -3.5415304e+00  1.4394544e+00  9.2527187e-01
  1.7463826e-02  1.9620621e+00 -8.4758453e-02 -1.0522215e+00
 -3.9463833e-01 -1.7798994e+00 -5.1199019e-01  3.0919462e-01]",aman
1396,"[-4.6561975e+02  1.9562186e+02 -3.7089127e+01  8.9425774e+00
  3.5575432e+01 -2.2310226e+01  4.3960023e+00  1.6585829e+01
 -2.3278393e+01 -5.9506168e+00  1.0496694e+01 -1.0798713e+01
 -3.1917429e-01  8.0834398e+00 -8.2565699e+00 -1.4553678e+00
  3.1581199e+00 -9.0753946e+00 -3.1084380e+00  8.1267917e-01
 -7.6943688e+00 -2.7421823e+00  6.4108169e-01 -3.7351878e+00
  1.2468071e+00  1.9702537e+00 -3.0609872e+00  6.0359031e-01
  1.2914851e+00 -1.7735635e+00  1.5481697e+00  1.0543138e+00
 -2.6349649e+00 -8.7919790e-01 -9.9098635e-01 -2.5648563e+00
 -8.6529028e-01 -7.5923830e-01 -4.1262604e-02  2.2598190e+00]",aman
1397,"[-4.6654898e+02  1.9455214e+02 -3.9540195e+01  9.5034771e+00
  3.2662708e+01 -2.3145138e+01  4.8792548e+00  9.8812008e+00
 -2.5235088e+01 -2.1139805e-01  1.0386197e+01 -1.1301547e+01
  2.2432468e+00  5.0190611e+00 -1.0714161e+01 -9.5673603e-01
 -2.9621574e-01 -1.0108841e+01 -1.1156760e+00 -8.1330740e-01
 -6.5207524e+00  1.7454368e+00  1.7814505e+00 -2.6871777e+00
  1.7419738e+00  9.1272585e-02 -1.7761936e+00  2.2787127e+00
 -2.8600472e-01 -2.2707634e+00 -2.8137624e-01 -2.8444371e+00
 -2.1825192e+00  1.0963668e+00 -7.4374521e-01  3.4518346e-01
  2.8358312e+00 -2.4424221e-01 -1.4164568e+00 -2.9886121e-01]",aman
1398,"[ 6.49881958e+02  1.45587585e+02 -1.62360439e+01  1.17102127e+01
  2.90381527e+01 -1.33480358e+01  3.96347851e-01  8.79015923e+00
 -1.83687153e+01 -9.02933884e+00  5.10689497e+00 -5.89619446e+00
 -3.15599012e+00  5.47373712e-01 -5.78583193e+00 -6.75345898e-01
  5.65148285e-03 -6.99065590e+00 -2.44765782e+00  3.01359631e-02
 -2.99990106e+00  1.38681316e+00  2.73249197e+00  1.90430984e-01
  2.63326573e+00  2.33757162e+00  1.06282341e+00  3.18286991e+00
  6.46296144e-01 -1.61131704e+00  1.12917757e+00  5.78174949e-01
  1.44641310e-01  2.73648286e+00  1.12882721e+00 -3.10453773e-01
  1.58892798e+00  1.24983646e-01 -1.33470452e+00  4.95356411e-01]",aman
1399,"[-3.7311856e+02  1.4552306e+02 -1.4871843e+01  1.1170074e+01
  2.8476442e+01 -1.2677946e+01  3.7651786e-01  8.4985647e+00
 -1.8143406e+01 -9.2173300e+00  5.0121779e+00 -5.5608563e+00
 -3.3902199e+00  3.6699116e-01 -5.3320799e+00 -6.6924435e-01
 -2.8698176e-01 -6.8528819e+00 -2.4235802e+00 -8.5557625e-02
 -2.8872776e+00  1.3551825e+00  2.6727593e+00  3.4569886e-01
  2.5709395e+00  2.2089698e+00  1.2450948e+00  3.3074472e+00
  6.0428733e-01 -1.5943178e+00  1.1134923e+00  5.8052373e-01
  2.0677590e-01  2.6705906e+00  1.0824066e+00 -2.1971455e-01
  1.6000754e+00  1.0360833e-01 -1.2971956e+00  4.6582645e-01]",aman
1400,"[-3.7338086e+02  1.4607747e+02 -1.5060292e+01  1.1232015e+01
  2.8576777e+01 -1.2825827e+01  3.7106538e-01  8.5532589e+00
 -1.8213446e+01 -9.2097893e+00  5.0242953e+00 -5.6526389e+00
 -3.4178586e+00  3.7599370e-01 -5.3654981e+00 -6.6351396e-01
 -2.8589782e-01 -6.9003110e+00 -2.4501274e+00 -1.0648487e-01
 -2.9059761e+00  1.3809670e+00  2.6976206e+00  3.3644930e-01
  2.5297174e+00  2.1218071e+00  1.1523494e+00  3.2412426e+00
  5.6086636e-01 -1.5771520e+00  1.1761358e+00  6.2548935e-01
  2.4681041e-01  2.7061460e+00  1.0809923e+00 -2.2236294e-01
  1.6267081e+00  1.4799963e-01 -1.2394727e+00  5.0111920e-01]",aman
1401,"[-4.1550601e+02  2.3678694e+02 -6.5243195e+01  6.6132636e+00
  3.7297081e+01 -3.1688040e+01  9.0912781e+00  1.2765766e+01
 -3.4545528e+01 -2.2555449e+00  1.2321877e+01 -1.2666201e+01
 -3.3729106e-01 -1.4865006e+00 -1.2952289e+01  2.5376668e+00
 -2.8107951e+00 -1.2669883e+01  5.1429892e-01 -3.3138785e+00
 -9.0955658e+00 -5.5629581e-02 -3.5731227e+00 -3.1152000e+00
  5.7952108e+00  1.3921503e+00  1.2121077e+00  4.1960015e+00
 -3.7407520e+00 -2.9616647e+00  1.1922393e+00 -3.4123316e+00
 -5.5610593e-02  3.1367142e+00 -2.5751834e+00 -9.0434092e-01
  1.2546886e+00 -3.1546662e+00 -2.5116184e+00 -1.7267323e+00]",aman
1402,"[-3.7145020e+02  1.4499426e+02 -1.5659320e+01  8.8652649e+00
  2.6672155e+01 -1.4206482e+01 -2.5290508e+00  5.0673256e+00
 -1.9462715e+01 -6.0518556e+00  8.7405653e+00 -7.2446899e+00
 -5.4337535e+00  3.0761414e+00 -4.8016124e+00 -3.8891680e+00
 -5.6989115e-01 -5.3295264e+00 -1.2043847e+00  3.0525265e+00
 -4.8247623e-01  1.9060578e+00  4.0779138e+00  4.0265775e-01
  1.6332587e+00  3.1875918e+00 -4.3280664e-01 -9.5738202e-01
  9.7386950e-01  9.9562764e-01  1.7279655e+00  2.0373363e+00
  3.6225763e-01 -2.8900573e-01  1.6875285e-01 -5.8822114e-02
 -2.2457130e-01  4.0659618e-01  8.2894540e-01  4.1992667e-01]",aman
1403,"[-3.7646460e+02  1.4718814e+02 -1.3136766e+01  1.0857040e+01
  3.1633459e+01 -1.0494410e+01  1.7275910e-01  1.3701024e+01
 -1.3211077e+01 -1.1449252e+01  2.0252447e+00 -6.3020205e+00
 -2.2299805e+00  2.3570280e+00 -7.4472380e+00 -2.0737948e+00
  4.0339522e+00 -5.4889083e+00 -4.1477466e+00  8.2458526e-01
 -5.3282990e+00 -3.1352561e+00  2.2561030e+00 -1.6589590e+00
  3.3023033e-01  4.1281424e+00 -6.7190230e-01  2.2310078e-01
  4.8377833e+00  1.4040830e+00 -4.4889987e-02  2.1841497e+00
 -4.2438743e-01 -1.2579919e+00  1.6329286e+00  1.0153322e+00
  1.1389907e-01  1.5209194e+00  1.2925751e+00  5.5100751e-01]",aman
1404,"[-3.7529727e+02  1.4360988e+02 -1.2616339e+01  1.1243300e+01
  2.7853798e+01 -1.1802679e+01  3.8555509e-01  8.1078863e+00
 -1.7672022e+01 -9.3885365e+00  4.4804263e+00 -5.3534150e+00
 -3.2884226e+00  3.2154015e-01 -5.1444950e+00 -8.1517965e-01
 -3.9818156e-01 -6.6390452e+00 -2.6581283e+00 -4.9710563e-01
 -2.8950934e+00  1.3750942e+00  2.8480694e+00  8.6481738e-01
  2.7774336e+00  2.0071554e+00  1.1016062e+00  3.2352712e+00
  5.7275844e-01 -1.5717864e+00  1.0666915e+00  5.6045967e-01
  3.1767929e-01  2.8791392e+00  1.3856139e+00 -7.1860678e-02
  1.4110566e+00 -9.9648781e-02 -1.4083329e+00  1.9220309e-01]",aman
1405,"[ 6.0493475e+02  1.9761279e+02 -4.6546162e+01  1.6845678e+01
  4.4282112e+01 -2.4825768e+01 -1.1414986e-02  1.1624392e+01
 -2.2930056e+01 -1.4938203e+00  8.3688202e+00 -1.1309286e+01
  4.0050659e+00  7.4342160e+00 -7.9600210e+00  6.3480037e-01
 -6.0607237e-01 -1.1173185e+01 -3.5605240e+00 -2.7318249e+00
 -4.1111465e+00  4.2300138e+00  5.6224734e-01 -3.0140586e+00
  2.1938801e+00 -1.2666029e+00 -4.8976424e-01  6.7900710e+00
  3.9123647e+00  2.7381487e+00  4.1426339e+00 -1.2569447e+00
 -3.6116928e-01  2.4760654e+00 -2.0294676e+00 -6.0316420e-01
  2.1617630e+00 -1.7533344e+00 -9.1948348e-01  2.5651157e-01]",aman
1406,"[-4.1742770e+02  1.9757332e+02 -4.5016903e+01  1.6179127e+01
  4.4020744e+01 -2.3920170e+01 -4.6540764e-01  1.1257595e+01
 -2.2363686e+01 -1.6389129e+00  8.3078899e+00 -1.0994574e+01
  3.6564202e+00  7.3938336e+00 -7.6089263e+00  3.8225955e-01
 -6.4721936e-01 -1.0973048e+01 -3.9364820e+00 -2.8508933e+00
 -3.7753696e+00  4.2366433e+00  5.5755115e-01 -2.9568768e+00
  1.9834700e+00 -1.3212608e+00 -3.9139423e-01  6.7805676e+00
  4.0627131e+00  2.8532813e+00  3.9702592e+00 -1.3474363e+00
 -3.3035669e-01  2.4100804e+00 -2.0830724e+00 -5.7298577e-01
  2.1960535e+00 -1.8025354e+00 -9.8914295e-01  3.2835025e-01]",aman
